Model,Image_ID,Attack,Is_Correct,Is_Success,L2_Distance
EfficientNetB0,68,FGSM,0,1,2473.359619140625
EfficientNetB0,68,PGD,0,1,1409.3397216796875
EfficientNetB0,68,DeepFool,0,1,606.57568359375
EfficientNetB0,68,C&W,1,0,34879.2421875
EfficientNetB0,68,T-IFGSM,0,1,1216.76220703125
EfficientNetB0,69,Baseline,1,0,0.0
EfficientNetB0,69,FGSM,0,1,2459.989013671875
EfficientNetB0,69,PGD,0,1,1420.0712890625
EfficientNetB0,69,DeepFool,0,1,16.15316390991211
EfficientNetB0,69,C&W,1,0,25153.634765625
EfficientNetB0,69,T-IFGSM,0,1,1248.7916259765625
EfficientNetB0,70,Baseline,1,0,0.0
EfficientNetB0,70,FGSM,0,1,2473.1748046875
EfficientNetB0,70,PGD,0,1,1394.65673828125
EfficientNetB0,70,DeepFool,0,1,199.73008728027344
EfficientNetB0,70,C&W,1,0,34398.4453125
EfficientNetB0,70,T-IFGSM,0,1,1153.237548828125
EfficientNetB0,71,Baseline,1,0,0.0
EfficientNetB0,71,FGSM,0,1,2467.580810546875
EfficientNetB0,71,PGD,0,1,1410.044189453125
EfficientNetB0,71,DeepFool,0,1,4.343997001647949
EfficientNetB0,71,C&W,0,1,30796.828125
EfficientNetB0,71,T-IFGSM,0,1,1279.003173828125
EfficientNetB0,72,Baseline,1,0,0.0
EfficientNetB0,72,FGSM,1,0,2429.364990234375
EfficientNetB0,72,PGD,0,1,1463.281494140625
EfficientNetB0,72,DeepFool,0,1,447.447998046875
EfficientNetB0,72,C&W,1,0,30498.7734375
EfficientNetB0,72,T-IFGSM,0,1,1350.0946044921875
EfficientNetB0,73,Baseline,1,0,0.0
EfficientNetB0,73,FGSM,0,1,2473.36279296875
EfficientNetB0,73,PGD,0,1,1411.4842529296875
EfficientNetB0,73,DeepFool,0,1,16.044286727905273
EfficientNetB0,73,C&W,0,1,38183.65625
EfficientNetB0,73,T-IFGSM,0,1,1201.94384765625
EfficientNetB0,74,Baseline,1,0,0.0
EfficientNetB0,74,FGSM,0,1,2460.097412109375
EfficientNetB0,74,PGD,0,1,1471.607666015625
EfficientNetB0,74,DeepFool,0,1,530.2713012695312
EfficientNetB0,74,C&W,1,0,29458.396484375
EfficientNetB0,74,T-IFGSM,0,1,1350.2730712890625
EfficientNetB0,75,Baseline,1,0,0.0
EfficientNetB0,75,FGSM,0,1,2473.21435546875
EfficientNetB0,75,PGD,0,1,1456.3975830078125
EfficientNetB0,75,DeepFool,0,1,43.77538299560547
EfficientNetB0,75,C&W,1,0,31499.197265625
EfficientNetB0,75,T-IFGSM,0,1,1312.7169189453125
EfficientNetB0,76,Baseline,1,0,0.0
EfficientNetB0,76,FGSM,0,1,2431.67431640625
EfficientNetB0,76,PGD,0,1,1343.988037109375
EfficientNetB0,76,DeepFool,0,1,12.788726806640625
EfficientNetB0,76,C&W,0,1,19966.423828125
EfficientNetB0,76,T-IFGSM,0,1,1183.3310546875
EfficientNetB0,77,Baseline,1,0,0.0
EfficientNetB0,77,FGSM,1,0,2470.424560546875
EfficientNetB0,77,PGD,0,1,1449.0257568359375
EfficientNetB0,77,DeepFool,0,1,180.53773498535156
EfficientNetB0,77,C&W,1,0,26707.298828125
EfficientNetB0,77,T-IFGSM,0,1,1179.89697265625
EfficientNetB0,78,Baseline,1,0,0.0
EfficientNetB0,78,FGSM,0,1,2232.451904296875
EfficientNetB0,78,PGD,0,1,1481.3509521484375
EfficientNetB0,78,DeepFool,1,0,140.41014099121094
EfficientNetB0,78,C&W,1,0,27552.09375
EfficientNetB0,78,T-IFGSM,0,1,1316.69384765625
EfficientNetB0,79,Baseline,1,0,0.0
EfficientNetB0,79,FGSM,0,1,2473.338134765625
EfficientNetB0,79,PGD,0,1,1401.2138671875
EfficientNetB0,79,DeepFool,0,1,14.479991912841797
EfficientNetB0,79,C&W,0,1,25186.427734375
EfficientNetB0,79,T-IFGSM,0,1,1174.137451171875
EfficientNetB0,80,Baseline,1,0,0.0
EfficientNetB0,80,FGSM,0,1,2472.9111328125
EfficientNetB0,80,PGD,0,1,1381.43896484375
EfficientNetB0,80,DeepFool,0,1,3.6622068881988525
EfficientNetB0,80,C&W,0,1,22388.521484375
EfficientNetB0,80,T-IFGSM,0,1,1204.5706787109375
EfficientNetB0,81,Baseline,1,0,0.0
EfficientNetB0,81,FGSM,0,1,2457.14599609375
EfficientNetB0,81,PGD,0,1,1430.0625
EfficientNetB0,81,DeepFool,0,1,57.19446563720703
EfficientNetB0,81,C&W,1,0,27647.4609375
EfficientNetB0,81,T-IFGSM,0,1,1236.4254150390625
EfficientNetB0,82,Baseline,1,0,0.0
EfficientNetB0,82,FGSM,1,0,2122.373291015625
EfficientNetB0,82,PGD,0,1,1314.767578125
EfficientNetB0,82,DeepFool,0,1,273.203857421875
EfficientNetB0,82,C&W,0,1,11941.470703125
EfficientNetB0,82,T-IFGSM,0,0,1055.4176025390625
EfficientNetB0,83,Baseline,1,0,0.0
EfficientNetB0,83,FGSM,0,1,2471.01513671875
EfficientNetB0,83,PGD,0,1,1455.211181640625
EfficientNetB0,83,DeepFool,0,1,45.52290344238281
EfficientNetB0,83,C&W,0,1,38406.09375
EfficientNetB0,83,T-IFGSM,0,1,1275.894287109375
EfficientNetB0,84,Baseline,1,0,0.0
EfficientNetB0,84,FGSM,0,1,2470.4853515625
EfficientNetB0,84,PGD,0,1,1471.15869140625
EfficientNetB0,84,DeepFool,0,1,37.83188247680664
EfficientNetB0,84,C&W,0,1,33222.7265625
EfficientNetB0,84,T-IFGSM,0,1,1384.173095703125
EfficientNetB0,85,Baseline,1,0,0.0
EfficientNetB0,85,FGSM,0,1,2472.267333984375
EfficientNetB0,85,PGD,0,1,1417.5804443359375
EfficientNetB0,85,DeepFool,0,1,39.43977737426758
EfficientNetB0,85,C&W,0,1,35509.859375
EfficientNetB0,85,T-IFGSM,0,1,1391.939208984375
EfficientNetB0,86,Baseline,1,0,0.0
EfficientNetB0,86,FGSM,1,0,2470.339599609375
EfficientNetB0,86,PGD,0,1,1546.19189453125
EfficientNetB0,86,DeepFool,0,1,487.85125732421875
EfficientNetB0,86,C&W,1,0,34629.5078125
EfficientNetB0,86,T-IFGSM,0,1,1398.3848876953125
EfficientNetB0,87,Baseline,1,0,0.0
EfficientNetB0,87,FGSM,0,1,2457.392578125
EfficientNetB0,87,PGD,0,1,1427.356689453125
EfficientNetB0,87,DeepFool,0,1,29.445728302001953
EfficientNetB0,87,C&W,1,0,31681.96875
EfficientNetB0,87,T-IFGSM,0,1,1220.387939453125
EfficientNetB0,88,Baseline,1,0,0.0
EfficientNetB0,88,FGSM,0,1,2471.575927734375
EfficientNetB0,88,PGD,0,1,1388.85400390625
EfficientNetB0,88,DeepFool,0,1,16.267499923706055
EfficientNetB0,88,C&W,0,1,30877.81640625
EfficientNetB0,88,T-IFGSM,0,1,1213.692138671875
EfficientNetB0,89,Baseline,1,0,0.0
EfficientNetB0,89,FGSM,0,1,2470.50390625
EfficientNetB0,89,PGD,0,1,1418.860595703125
EfficientNetB0,89,DeepFool,0,1,24.247303009033203
EfficientNetB0,89,C&W,0,1,32397.568359375
EfficientNetB0,89,T-IFGSM,0,1,1347.5623779296875
EfficientNetB0,90,Baseline,1,0,0.0
EfficientNetB0,90,FGSM,0,1,2469.368896484375
EfficientNetB0,90,PGD,0,1,1386.7750244140625
EfficientNetB0,90,DeepFool,0,1,15.484159469604492
EfficientNetB0,90,C&W,1,0,31768.31640625
EfficientNetB0,90,T-IFGSM,0,1,1221.7001953125
EfficientNetB0,91,Baseline,1,0,0.0
EfficientNetB0,91,FGSM,0,1,2472.010009765625
EfficientNetB0,91,PGD,0,1,1466.890380859375
EfficientNetB0,91,DeepFool,0,1,3.4793121814727783
EfficientNetB0,91,C&W,1,0,34188.28125
EfficientNetB0,91,T-IFGSM,0,1,1327.1993408203125
EfficientNetB0,92,Baseline,1,0,0.0
EfficientNetB0,92,FGSM,0,1,2467.063720703125
EfficientNetB0,92,PGD,0,1,1406.81591796875
EfficientNetB0,92,DeepFool,0,1,255.45606994628906
EfficientNetB0,92,C&W,1,0,35403.8203125
EfficientNetB0,92,T-IFGSM,0,1,1293.8878173828125
EfficientNetB0,93,Baseline,1,0,0.0
EfficientNetB0,93,FGSM,0,1,2469.468017578125
EfficientNetB0,93,PGD,0,1,1407.57763671875
EfficientNetB0,93,DeepFool,0,1,105.16901397705078
EfficientNetB0,93,C&W,0,1,35113.88671875
EfficientNetB0,93,T-IFGSM,0,1,1158.81103515625
EfficientNetB0,94,Baseline,1,0,0.0
EfficientNetB0,94,FGSM,0,1,2423.02197265625
EfficientNetB0,94,PGD,0,1,1373.399658203125
EfficientNetB0,94,DeepFool,0,1,1.1665860414505005
EfficientNetB0,94,C&W,0,1,29442.34765625
EfficientNetB0,94,T-IFGSM,0,1,1158.8055419921875
EfficientNetB0,95,Baseline,1,0,0.0
EfficientNetB0,95,FGSM,0,1,2403.18115234375
EfficientNetB0,95,PGD,0,1,1367.7628173828125
EfficientNetB0,95,DeepFool,0,1,19.411869049072266
EfficientNetB0,95,C&W,0,1,25935.7578125
EfficientNetB0,95,T-IFGSM,0,1,1112.7847900390625
EfficientNetB0,96,Baseline,1,0,0.0
EfficientNetB0,96,FGSM,0,1,2463.055419921875
EfficientNetB0,96,PGD,0,1,1405.4029541015625
EfficientNetB0,96,DeepFool,0,1,3.182703733444214
EfficientNetB0,96,C&W,0,1,31328.4375
EfficientNetB0,96,T-IFGSM,0,1,1220.0316162109375
EfficientNetB0,97,Baseline,1,0,0.0
EfficientNetB0,97,FGSM,0,1,2458.66796875
EfficientNetB0,97,PGD,0,1,1398.8895263671875
EfficientNetB0,97,DeepFool,0,1,10.79514217376709
EfficientNetB0,97,C&W,0,1,26730.0703125
EfficientNetB0,97,T-IFGSM,0,1,1212.919677734375
EfficientNetB0,98,Baseline,1,0,0.0
EfficientNetB0,98,FGSM,0,1,2471.9521484375
EfficientNetB0,98,PGD,0,1,1533.8680419921875
EfficientNetB0,98,DeepFool,0,1,234.56155395507812
EfficientNetB0,98,C&W,1,0,28677.103515625
EfficientNetB0,98,T-IFGSM,0,1,1353.1146240234375
EfficientNetB0,99,Baseline,1,0,0.0
EfficientNetB0,99,FGSM,0,1,2451.164306640625
EfficientNetB0,99,PGD,0,1,1411.0372314453125
EfficientNetB0,99,DeepFool,0,1,2.526782989501953
EfficientNetB0,99,C&W,0,1,25447.771484375
EfficientNetB0,99,T-IFGSM,0,1,1245.5140380859375
InceptionV3,0,Baseline,1,0,0.0
InceptionV3,0,FGSM,0,1,25.806499481201172
InceptionV3,0,PGD,0,1,14.276714324951172
InceptionV3,0,DeepFool,0,1,0.11854806542396545
InceptionV3,0,C&W,0,1,21.524070739746094
InceptionV3,0,T-IFGSM,0,1,11.233816146850586
InceptionV3,1,Baseline,1,0,0.0
InceptionV3,1,FGSM,0,1,25.89249610900879
InceptionV3,1,PGD,0,1,14.197521209716797
InceptionV3,1,DeepFool,0,1,0.22172929346561432
InceptionV3,1,C&W,0,1,8.596943855285645
InceptionV3,1,T-IFGSM,0,1,11.14370346069336
InceptionV3,2,Baseline,1,0,0.0
InceptionV3,2,FGSM,0,1,25.558391571044922
InceptionV3,2,PGD,0,1,14.258779525756836
InceptionV3,2,DeepFool,0,1,35.35368347167969
InceptionV3,2,C&W,1,0,39.789302825927734
InceptionV3,2,T-IFGSM,0,1,11.136927604675293
InceptionV3,3,Baseline,1,0,0.0
InceptionV3,3,FGSM,0,1,25.833232879638672
InceptionV3,3,PGD,0,1,14.346938133239746
InceptionV3,3,DeepFool,0,1,0.00931350514292717
InceptionV3,3,C&W,0,1,41.205718994140625
InceptionV3,3,T-IFGSM,0,1,11.157090187072754
InceptionV3,4,Baseline,1,0,0.0
InceptionV3,4,FGSM,0,1,25.522987365722656
InceptionV3,4,PGD,0,1,14.230051040649414
InceptionV3,4,DeepFool,0,1,0.0016674306243658066
InceptionV3,4,C&W,0,1,39.633419036865234
InceptionV3,4,T-IFGSM,0,1,11.124808311462402
InceptionV3,5,Baseline,1,0,0.0
InceptionV3,5,FGSM,0,1,24.784343719482422
InceptionV3,5,PGD,0,1,14.002448081970215
InceptionV3,5,DeepFool,0,1,0.18558236956596375
InceptionV3,5,C&W,0,1,76.5409927368164
InceptionV3,5,T-IFGSM,0,1,10.80612850189209
InceptionV3,6,Baseline,1,0,0.0
InceptionV3,6,FGSM,0,1,25.739517211914062
InceptionV3,6,PGD,0,1,14.118197441101074
InceptionV3,6,DeepFool,0,1,0.015808356925845146
InceptionV3,6,C&W,0,1,34.92305374145508
InceptionV3,6,T-IFGSM,0,1,11.089567184448242
InceptionV3,7,Baseline,1,0,0.0
InceptionV3,7,FGSM,0,1,22.813663482666016
InceptionV3,7,PGD,0,1,13.33642578125
InceptionV3,7,DeepFool,0,1,0.02969062328338623
InceptionV3,7,C&W,0,1,77.21369934082031
InceptionV3,7,T-IFGSM,0,1,10.394200325012207
InceptionV3,8,Baseline,1,0,0.0
InceptionV3,8,FGSM,1,0,25.63625144958496
InceptionV3,8,PGD,0,1,14.371313095092773
InceptionV3,8,DeepFool,0,1,2.3079991340637207
InceptionV3,8,C&W,1,0,83.7998275756836
InceptionV3,8,T-IFGSM,0,0,11.18982219696045
InceptionV3,9,Baseline,1,0,0.0
InceptionV3,9,FGSM,0,1,25.88300895690918
InceptionV3,9,PGD,0,1,14.404053688049316
InceptionV3,9,DeepFool,0,1,2.17362904548645
InceptionV3,9,C&W,0,1,21.11115074157715
InceptionV3,9,T-IFGSM,0,1,11.196825981140137
InceptionV3,10,Baseline,1,0,0.0
InceptionV3,10,FGSM,0,1,25.863603591918945
InceptionV3,10,PGD,0,1,14.406601905822754
InceptionV3,10,DeepFool,0,1,1.0537784099578857
InceptionV3,10,C&W,0,1,33.194358825683594
InceptionV3,10,T-IFGSM,0,1,11.093836784362793
InceptionV3,11,Baseline,1,0,0.0
InceptionV3,11,FGSM,0,1,25.67881965637207
InceptionV3,11,PGD,0,1,14.392298698425293
InceptionV3,11,DeepFool,1,0,0.1760808676481247
InceptionV3,11,C&W,0,1,47.067718505859375
InceptionV3,11,T-IFGSM,0,1,11.064638137817383
InceptionV3,12,Baseline,1,0,0.0
InceptionV3,12,FGSM,0,1,25.892126083374023
InceptionV3,12,PGD,0,1,14.344605445861816
InceptionV3,12,DeepFool,0,1,0.061577558517456055
InceptionV3,12,C&W,0,1,9.662442207336426
InceptionV3,12,T-IFGSM,0,1,11.06628704071045
InceptionV3,13,Baseline,1,0,0.0
InceptionV3,13,FGSM,0,1,25.89373016357422
InceptionV3,13,PGD,0,1,14.302966117858887
InceptionV3,13,DeepFool,0,1,0.055425938218832016
InceptionV3,13,C&W,0,1,4.0041375160217285
InceptionV3,13,T-IFGSM,0,1,11.042459487915039
InceptionV3,14,Baseline,1,0,0.0
InceptionV3,14,FGSM,0,1,25.886585235595703
InceptionV3,14,PGD,0,1,14.30825138092041
InceptionV3,14,DeepFool,0,1,0.07081308215856552
InceptionV3,14,C&W,0,1,19.068946838378906
InceptionV3,14,T-IFGSM,0,1,11.125672340393066
InceptionV3,15,Baseline,1,0,0.0
InceptionV3,15,FGSM,0,1,25.731475830078125
InceptionV3,15,PGD,0,1,14.250140190124512
InceptionV3,15,DeepFool,0,1,0.3313312530517578
InceptionV3,15,C&W,1,0,46.549495697021484
InceptionV3,15,T-IFGSM,0,1,11.092107772827148
InceptionV3,16,Baseline,1,0,0.0
InceptionV3,16,FGSM,0,1,25.892719268798828
InceptionV3,16,PGD,0,1,14.41597843170166
InceptionV3,16,DeepFool,0,1,0.4968070983886719
InceptionV3,16,C&W,0,1,10.658661842346191
InceptionV3,16,T-IFGSM,0,1,11.099385261535645
InceptionV3,17,Baseline,1,0,0.0
InceptionV3,17,FGSM,0,1,25.792375564575195
InceptionV3,17,PGD,0,1,14.394976615905762
InceptionV3,17,DeepFool,0,1,1.3718981742858887
InceptionV3,17,C&W,0,1,37.983642578125
InceptionV3,17,T-IFGSM,0,1,11.064460754394531
InceptionV3,18,Baseline,1,0,0.0
InceptionV3,18,FGSM,0,1,25.714202880859375
InceptionV3,18,PGD,0,1,14.24925708770752
InceptionV3,18,DeepFool,0,1,0.11959446221590042
InceptionV3,18,C&W,0,1,38.29857635498047
InceptionV3,18,T-IFGSM,0,1,11.201961517333984
InceptionV3,19,Baseline,1,0,0.0
InceptionV3,19,FGSM,0,1,25.85639190673828
InceptionV3,19,PGD,0,1,14.316357612609863
InceptionV3,19,DeepFool,1,0,0.01114705391228199
InceptionV3,19,C&W,0,1,29.668838500976562
InceptionV3,19,T-IFGSM,0,1,11.220525741577148
InceptionV3,20,Baseline,1,0,0.0
InceptionV3,20,FGSM,0,1,25.88125991821289
InceptionV3,20,PGD,0,1,14.26233959197998
InceptionV3,20,DeepFool,0,1,0.009401772171258926
InceptionV3,20,C&W,0,1,22.75483512878418
InceptionV3,20,T-IFGSM,0,1,11.08865737915039
InceptionV3,21,Baseline,1,0,0.0
InceptionV3,21,FGSM,0,1,25.87362289428711
InceptionV3,21,PGD,0,1,14.300986289978027
InceptionV3,21,DeepFool,0,1,0.033909108489751816
InceptionV3,21,C&W,0,1,23.7471923828125
InceptionV3,21,T-IFGSM,0,1,11.112424850463867
InceptionV3,22,Baseline,1,0,0.0
InceptionV3,22,FGSM,0,1,25.73388671875
InceptionV3,22,PGD,0,1,14.355836868286133
InceptionV3,22,DeepFool,0,1,0.05223491042852402
InceptionV3,22,C&W,0,1,30.951663970947266
InceptionV3,22,T-IFGSM,0,1,11.349246978759766
InceptionV3,23,Baseline,1,0,0.0
InceptionV3,23,FGSM,0,1,25.79216766357422
InceptionV3,23,PGD,0,1,14.17431354522705
InceptionV3,23,DeepFool,0,1,0.09022095799446106
InceptionV3,23,C&W,0,1,31.110015869140625
InceptionV3,23,T-IFGSM,0,1,11.069299697875977
InceptionV3,24,Baseline,1,0,0.0
InceptionV3,24,FGSM,0,1,25.77339744567871
InceptionV3,24,PGD,0,1,14.254615783691406
InceptionV3,24,DeepFool,0,1,0.23119665682315826
InceptionV3,24,C&W,0,1,63.38339614868164
InceptionV3,24,T-IFGSM,0,1,11.141772270202637
InceptionV3,25,Baseline,1,0,0.0
InceptionV3,25,FGSM,1,0,25.876516342163086
InceptionV3,25,PGD,0,1,14.376139640808105
InceptionV3,25,DeepFool,0,1,4.252971172332764
InceptionV3,25,C&W,0,1,28.318103790283203
InceptionV3,25,T-IFGSM,0,1,11.219286918640137
InceptionV3,26,Baseline,1,0,0.0
InceptionV3,26,FGSM,0,1,25.681896209716797
InceptionV3,26,PGD,0,1,14.2250394821167
InceptionV3,26,DeepFool,0,1,1.085404396057129
InceptionV3,26,C&W,0,1,36.368656158447266
InceptionV3,26,T-IFGSM,0,1,11.211625099182129
InceptionV3,27,Baseline,1,0,0.0
InceptionV3,27,FGSM,0,1,25.861927032470703
InceptionV3,27,PGD,0,1,14.425718307495117
InceptionV3,27,DeepFool,0,1,1.734525442123413
InceptionV3,27,C&W,0,1,20.45653533935547
InceptionV3,27,T-IFGSM,0,1,11.11102294921875
InceptionV3,28,Baseline,1,0,0.0
InceptionV3,28,FGSM,0,1,25.59630584716797
InceptionV3,28,PGD,0,1,14.06557846069336
InceptionV3,28,DeepFool,0,1,0.03612099960446358
InceptionV3,28,C&W,0,1,30.552431106567383
InceptionV3,28,T-IFGSM,0,1,11.087358474731445
InceptionV3,29,Baseline,1,0,0.0
InceptionV3,29,FGSM,0,1,25.678524017333984
InceptionV3,29,PGD,0,1,14.278889656066895
InceptionV3,29,DeepFool,0,1,0.14557546377182007
InceptionV3,29,C&W,0,1,37.78694534301758
InceptionV3,29,T-IFGSM,1,1,10.91364860534668
InceptionV3,30,Baseline,1,0,0.0
InceptionV3,30,FGSM,0,1,25.8227596282959
InceptionV3,30,PGD,0,1,14.273460388183594
InceptionV3,30,DeepFool,0,1,0.01987317018210888
InceptionV3,30,C&W,0,1,26.706506729125977
InceptionV3,30,T-IFGSM,0,1,11.13953971862793
InceptionV3,31,Baseline,1,0,0.0
InceptionV3,31,FGSM,0,1,25.47616195678711
InceptionV3,31,PGD,0,1,14.247175216674805
InceptionV3,31,DeepFool,0,1,0.00401973957195878
InceptionV3,31,C&W,0,1,43.473445892333984
InceptionV3,31,T-IFGSM,0,1,10.953789710998535
InceptionV3,32,Baseline,1,0,0.0
InceptionV3,32,FGSM,0,1,25.879491806030273
InceptionV3,32,PGD,0,1,14.351707458496094
InceptionV3,32,DeepFool,0,1,0.045238886028528214
InceptionV3,32,C&W,0,1,26.516761779785156
InceptionV3,32,T-IFGSM,0,1,11.126326560974121
InceptionV3,33,Baseline,1,0,0.0
InceptionV3,33,FGSM,0,1,25.4427547454834
InceptionV3,33,PGD,0,1,14.264893531799316
InceptionV3,33,DeepFool,0,1,0.006631662603467703
InceptionV3,33,C&W,0,1,63.65985870361328
InceptionV3,33,T-IFGSM,0,1,11.27128791809082
InceptionV3,34,Baseline,1,0,0.0
InceptionV3,34,FGSM,1,0,25.88699722290039
InceptionV3,34,PGD,0,1,14.460508346557617
InceptionV3,34,DeepFool,0,1,42.23819351196289
InceptionV3,34,C&W,1,0,24.35257911682129
InceptionV3,34,T-IFGSM,0,1,11.165637016296387
InceptionV3,35,Baseline,1,0,0.0
InceptionV3,35,FGSM,0,1,25.387990951538086
InceptionV3,35,PGD,0,1,14.064435005187988
InceptionV3,35,DeepFool,0,1,9.206686809193343e-05
InceptionV3,35,C&W,0,1,49.363182067871094
InceptionV3,35,T-IFGSM,0,1,11.007001876831055
InceptionV3,36,Baseline,1,0,0.0
InceptionV3,36,FGSM,0,1,25.871265411376953
InceptionV3,36,PGD,0,1,14.3956298828125
InceptionV3,36,DeepFool,0,1,0.29083582758903503
InceptionV3,36,C&W,0,1,24.871532440185547
InceptionV3,36,T-IFGSM,0,1,11.19871711730957
InceptionV3,37,Baseline,1,0,0.0
InceptionV3,37,FGSM,0,1,25.86783218383789
InceptionV3,37,PGD,0,1,14.35643196105957
InceptionV3,37,DeepFool,0,1,0.029842862859368324
InceptionV3,37,C&W,0,1,29.37934112548828
InceptionV3,37,T-IFGSM,0,1,11.05846881866455
InceptionV3,38,Baseline,1,0,0.0
InceptionV3,38,FGSM,0,1,25.85502815246582
InceptionV3,38,PGD,0,1,14.394644737243652
InceptionV3,38,DeepFool,0,1,0.6738343238830566
InceptionV3,38,C&W,0,1,22.550235748291016
InceptionV3,38,T-IFGSM,0,1,11.077241897583008
InceptionV3,39,Baseline,1,0,0.0
InceptionV3,39,FGSM,0,1,25.803926467895508
InceptionV3,39,PGD,0,1,14.25985336303711
InceptionV3,39,DeepFool,0,1,0.231087327003479
InceptionV3,39,C&W,0,1,33.69310760498047
InceptionV3,39,T-IFGSM,0,1,11.515584945678711
InceptionV3,40,Baseline,1,0,0.0
InceptionV3,40,FGSM,1,0,25.846210479736328
InceptionV3,40,PGD,0,1,14.204489707946777
InceptionV3,40,DeepFool,0,1,1.7684943675994873
InceptionV3,40,C&W,1,0,32.53694152832031
InceptionV3,40,T-IFGSM,0,1,11.19504451751709
InceptionV3,41,Baseline,1,0,0.0
InceptionV3,41,FGSM,0,1,25.78838348388672
InceptionV3,41,PGD,0,1,14.443957328796387
InceptionV3,41,DeepFool,0,1,1.3544434309005737
InceptionV3,41,C&W,0,1,31.128095626831055
InceptionV3,41,T-IFGSM,0,1,11.705352783203125
InceptionV3,42,Baseline,1,0,0.0
InceptionV3,42,FGSM,0,1,25.894075393676758
InceptionV3,42,PGD,0,1,14.306482315063477
InceptionV3,42,DeepFool,0,1,0.015864934772253036
InceptionV3,42,C&W,0,1,29.538061141967773
InceptionV3,42,T-IFGSM,0,1,11.102091789245605
InceptionV3,43,Baseline,1,0,0.0
InceptionV3,43,FGSM,0,1,25.892011642456055
InceptionV3,43,PGD,0,1,14.28928279876709
InceptionV3,43,DeepFool,0,1,0.24950115382671356
InceptionV3,43,C&W,0,1,15.491315841674805
InceptionV3,43,T-IFGSM,0,1,11.282535552978516
InceptionV3,44,Baseline,1,0,0.0
InceptionV3,44,FGSM,0,1,23.826292037963867
InceptionV3,44,PGD,0,1,13.56810474395752
InceptionV3,44,DeepFool,0,1,0.25137361884117126
InceptionV3,44,C&W,0,1,71.71612548828125
InceptionV3,44,T-IFGSM,0,1,10.59870433807373
InceptionV3,45,Baseline,1,0,0.0
InceptionV3,45,FGSM,0,1,25.31756591796875
InceptionV3,45,PGD,0,1,14.13694953918457
InceptionV3,45,DeepFool,0,1,0.07382646948099136
InceptionV3,45,C&W,0,1,56.62929153442383
InceptionV3,45,T-IFGSM,0,1,11.043293952941895
InceptionV3,46,Baseline,1,0,0.0
InceptionV3,46,FGSM,0,1,24.725486755371094
InceptionV3,46,PGD,0,1,13.864457130432129
InceptionV3,46,DeepFool,0,1,0.2077769637107849
InceptionV3,46,C&W,0,1,79.84552001953125
InceptionV3,46,T-IFGSM,0,1,11.024019241333008
InceptionV3,47,Baseline,1,0,0.0
InceptionV3,47,FGSM,0,1,20.223651885986328
InceptionV3,47,PGD,0,1,13.234478950500488
InceptionV3,47,DeepFool,1,0,0.10561010986566544
InceptionV3,47,C&W,0,1,98.80939483642578
InceptionV3,47,T-IFGSM,0,1,10.48336410522461
InceptionV3,48,Baseline,1,0,0.0
InceptionV3,48,FGSM,0,1,25.893024444580078
InceptionV3,48,PGD,0,1,14.179519653320312
InceptionV3,48,DeepFool,0,1,0.01904299482703209
InceptionV3,48,C&W,0,1,10.997835159301758
InceptionV3,48,T-IFGSM,0,1,11.224006652832031
InceptionV3,49,Baseline,1,0,0.0
InceptionV3,49,FGSM,0,1,23.789323806762695
InceptionV3,49,PGD,0,1,13.812943458557129
InceptionV3,49,DeepFool,0,1,0.03364544361829758
InceptionV3,49,C&W,0,1,68.36392211914062
InceptionV3,49,T-IFGSM,0,1,10.872251510620117
InceptionV3,50,Baseline,1,0,0.0
InceptionV3,50,FGSM,0,1,25.89138412475586
InceptionV3,50,PGD,0,1,14.289653778076172
InceptionV3,50,DeepFool,0,1,0.015097448602318764
InceptionV3,50,C&W,0,1,25.611268997192383
InceptionV3,50,T-IFGSM,0,1,11.244528770446777
InceptionV3,51,Baseline,1,0,0.0
InceptionV3,51,FGSM,0,1,25.883779525756836
InceptionV3,51,PGD,0,1,14.39042854309082
InceptionV3,51,DeepFool,0,1,0.06228134408593178
InceptionV3,51,C&W,0,1,35.247230529785156
InceptionV3,51,T-IFGSM,0,1,11.213712692260742
InceptionV3,52,Baseline,1,0,0.0
InceptionV3,52,FGSM,0,1,24.56399917602539
InceptionV3,52,PGD,0,1,13.861943244934082
InceptionV3,52,DeepFool,0,1,0.02019307017326355
InceptionV3,52,C&W,0,1,69.09028625488281
InceptionV3,52,T-IFGSM,0,1,10.839285850524902
InceptionV3,53,Baseline,1,0,0.0
InceptionV3,53,FGSM,0,1,25.751798629760742
InceptionV3,53,PGD,0,1,14.245899200439453
InceptionV3,53,DeepFool,0,1,1.1916160583496094
InceptionV3,53,C&W,0,1,30.822216033935547
InceptionV3,53,T-IFGSM,0,1,11.044551849365234
InceptionV3,54,Baseline,1,0,0.0
InceptionV3,54,FGSM,0,1,25.71321678161621
InceptionV3,54,PGD,0,1,14.295945167541504
InceptionV3,54,DeepFool,0,1,2.3103041648864746
InceptionV3,54,C&W,0,1,35.400169372558594
InceptionV3,54,T-IFGSM,0,1,11.115213394165039
InceptionV3,55,Baseline,1,0,0.0
InceptionV3,55,FGSM,0,1,25.855243682861328
InceptionV3,55,PGD,0,1,14.286195755004883
InceptionV3,55,DeepFool,0,1,0.1092398390173912
InceptionV3,55,C&W,0,1,26.864662170410156
InceptionV3,55,T-IFGSM,0,1,11.317920684814453
InceptionV3,56,Baseline,1,0,0.0
