Model,Image_ID,Attack,Is_Correct,Is_Success,L2_Distance
MobileNetV2,83,DeepFool,0,1,0.1213688775897026
MobileNetV2,83,C&W,0,1,11.879082679748535
MobileNetV2,83,T-IFGSM,0,1,8.489688873291016
MobileNetV2,84,Baseline,1,0,0.0
MobileNetV2,84,FGSM,0,1,19.375267028808594
MobileNetV2,84,PGD,0,1,10.66894245147705
MobileNetV2,84,DeepFool,0,1,0.43534404039382935
MobileNetV2,84,C&W,0,1,16.905364990234375
MobileNetV2,84,T-IFGSM,0,1,8.900675773620605
MobileNetV2,85,Baseline,1,0,0.0
MobileNetV2,85,FGSM,0,1,19.38998031616211
MobileNetV2,85,PGD,0,1,10.7110595703125
MobileNetV2,85,DeepFool,0,1,0.011003471910953522
MobileNetV2,85,C&W,0,1,13.82237434387207
MobileNetV2,85,T-IFGSM,0,1,8.831546783447266
MobileNetV2,86,Baseline,1,0,0.0
MobileNetV2,86,FGSM,1,0,19.375282287597656
MobileNetV2,86,PGD,0,1,10.874714851379395
MobileNetV2,86,DeepFool,0,1,1.6974204778671265
MobileNetV2,86,C&W,0,1,16.234766006469727
MobileNetV2,86,T-IFGSM,0,1,9.047715187072754
MobileNetV2,87,Baseline,1,0,0.0
MobileNetV2,87,FGSM,0,1,19.276975631713867
MobileNetV2,87,PGD,0,1,10.802267074584961
MobileNetV2,87,DeepFool,0,1,0.11676543951034546
MobileNetV2,87,C&W,0,1,23.251707077026367
MobileNetV2,87,T-IFGSM,0,1,8.490605354309082
MobileNetV2,88,Baseline,1,0,0.0
MobileNetV2,88,FGSM,0,1,19.37830352783203
MobileNetV2,88,PGD,0,1,10.717042922973633
MobileNetV2,88,DeepFool,0,1,0.06726143509149551
MobileNetV2,88,C&W,0,1,20.31708526611328
MobileNetV2,88,T-IFGSM,0,1,8.6010103225708
MobileNetV2,89,Baseline,1,0,0.0
MobileNetV2,89,FGSM,0,1,19.378490447998047
MobileNetV2,89,PGD,0,1,10.790797233581543
MobileNetV2,89,DeepFool,0,1,0.10960891097784042
MobileNetV2,89,C&W,0,1,17.573986053466797
MobileNetV2,89,T-IFGSM,0,1,8.546748161315918
MobileNetV2,90,Baseline,1,0,0.0
MobileNetV2,90,FGSM,0,1,19.369497299194336
MobileNetV2,90,PGD,0,1,10.663872718811035
MobileNetV2,90,DeepFool,0,1,0.026347439736127853
MobileNetV2,90,C&W,0,1,18.354022979736328
MobileNetV2,90,T-IFGSM,0,1,8.556800842285156
MobileNetV2,91,Baseline,1,0,0.0
MobileNetV2,91,FGSM,0,1,19.388540267944336
MobileNetV2,91,PGD,0,1,10.889843940734863
MobileNetV2,91,DeepFool,0,1,0.04343969374895096
MobileNetV2,91,C&W,0,1,17.854801177978516
MobileNetV2,91,T-IFGSM,0,1,8.583270072937012
MobileNetV2,92,Baseline,1,0,0.0
MobileNetV2,92,FGSM,0,1,19.346952438354492
MobileNetV2,92,PGD,0,1,10.758195877075195
MobileNetV2,92,DeepFool,0,1,0.20703303813934326
MobileNetV2,92,C&W,0,1,17.04796028137207
MobileNetV2,92,T-IFGSM,0,1,8.644133567810059
MobileNetV2,93,Baseline,1,0,0.0
MobileNetV2,93,FGSM,0,1,19.36957550048828
MobileNetV2,93,PGD,0,1,10.637608528137207
MobileNetV2,93,DeepFool,0,1,0.027731643989682198
MobileNetV2,93,C&W,0,1,18.11457061767578
MobileNetV2,93,T-IFGSM,0,1,8.439092636108398
MobileNetV2,94,Baseline,1,0,0.0
MobileNetV2,94,FGSM,0,1,18.99966049194336
MobileNetV2,94,PGD,0,1,10.587544441223145
MobileNetV2,94,DeepFool,0,1,0.04242107272148132
MobileNetV2,94,C&W,0,1,32.614315032958984
MobileNetV2,94,T-IFGSM,0,1,8.011602401733398
MobileNetV2,95,Baseline,1,0,0.0
MobileNetV2,95,FGSM,0,1,18.85392189025879
MobileNetV2,95,PGD,0,1,10.541648864746094
MobileNetV2,95,DeepFool,0,1,0.06336218118667603
MobileNetV2,95,C&W,0,1,39.7552375793457
MobileNetV2,95,T-IFGSM,0,1,8.250490188598633
MobileNetV2,96,Baseline,1,0,0.0
MobileNetV2,96,FGSM,0,1,19.31989288330078
MobileNetV2,96,PGD,0,1,10.612218856811523
MobileNetV2,96,DeepFool,0,1,0.0017724059289321303
MobileNetV2,96,C&W,0,1,24.122112274169922
MobileNetV2,96,T-IFGSM,0,1,8.404964447021484
MobileNetV2,97,Baseline,1,0,0.0
MobileNetV2,97,FGSM,0,1,19.280250549316406
MobileNetV2,97,PGD,0,1,10.62319564819336
MobileNetV2,97,DeepFool,0,1,0.05931120738387108
MobileNetV2,97,C&W,0,1,29.77035903930664
MobileNetV2,97,T-IFGSM,0,1,8.206722259521484
MobileNetV2,98,Baseline,1,0,0.0
MobileNetV2,98,FGSM,0,1,19.387203216552734
MobileNetV2,98,PGD,0,1,10.840815544128418
MobileNetV2,98,DeepFool,0,1,0.07281118631362915
MobileNetV2,98,C&W,0,1,19.560150146484375
MobileNetV2,98,T-IFGSM,0,1,8.9052734375
MobileNetV2,99,Baseline,1,0,0.0
MobileNetV2,99,FGSM,0,1,19.224782943725586
MobileNetV2,99,PGD,0,1,10.640066146850586
MobileNetV2,99,DeepFool,0,1,0.046841301023960114
MobileNetV2,99,C&W,0,1,34.660675048828125
MobileNetV2,99,T-IFGSM,0,1,8.360596656799316
EfficientNetB0,0,Baseline,1,0,0.0
EfficientNetB0,0,FGSM,0,1,2466.011962890625
EfficientNetB0,0,PGD,0,1,1387.1671142578125
EfficientNetB0,0,DeepFool,0,1,67.73661041259766
EfficientNetB0,0,C&W,0,1,34343.8203125
EfficientNetB0,0,T-IFGSM,0,1,1119.1080322265625
EfficientNetB0,1,Baseline,1,0,0.0
EfficientNetB0,1,FGSM,0,1,2473.197021484375
EfficientNetB0,1,PGD,0,1,1424.8541259765625
EfficientNetB0,1,DeepFool,0,1,30.293996810913086
EfficientNetB0,1,C&W,1,0,38180.8671875
EfficientNetB0,1,T-IFGSM,0,1,1241.4608154296875
EfficientNetB0,2,Baseline,1,0,0.0
EfficientNetB0,2,FGSM,1,0,2442.05078125
EfficientNetB0,2,PGD,0,1,1420.119873046875
EfficientNetB0,2,DeepFool,1,0,1547.144287109375
EfficientNetB0,2,C&W,1,0,30064.82421875
EfficientNetB0,2,T-IFGSM,0,1,1252.3681640625
EfficientNetB0,3,Baseline,1,0,0.0
EfficientNetB0,3,FGSM,0,1,2467.667236328125
EfficientNetB0,3,PGD,0,1,1385.7867431640625
EfficientNetB0,3,DeepFool,0,1,22.646827697753906
EfficientNetB0,3,C&W,0,1,22354.705078125
EfficientNetB0,3,T-IFGSM,0,1,1125.9007568359375
EfficientNetB0,4,Baseline,1,0,0.0
EfficientNetB0,4,FGSM,0,1,2438.435791015625
EfficientNetB0,4,PGD,0,1,1398.23876953125
EfficientNetB0,4,DeepFool,0,1,63.562129974365234
EfficientNetB0,4,C&W,0,1,29550.779296875
EfficientNetB0,4,T-IFGSM,0,1,1159.80615234375
EfficientNetB0,5,Baseline,1,0,0.0
EfficientNetB0,5,FGSM,1,0,2367.776123046875
EfficientNetB0,5,PGD,0,1,1324.78173828125
EfficientNetB0,5,DeepFool,0,1,178.09823608398438
EfficientNetB0,5,C&W,1,0,12133.166015625
EfficientNetB0,5,T-IFGSM,0,1,1058.113037109375
EfficientNetB0,6,Baseline,1,0,0.0
EfficientNetB0,6,FGSM,0,1,2458.2646484375
EfficientNetB0,6,PGD,0,1,1355.1241455078125
EfficientNetB0,6,DeepFool,0,1,13.562474250793457
EfficientNetB0,6,C&W,0,1,29740.548828125
EfficientNetB0,6,T-IFGSM,0,1,1213.8272705078125
EfficientNetB0,7,Baseline,1,0,0.0
EfficientNetB0,7,FGSM,0,1,2179.062255859375
EfficientNetB0,7,PGD,0,1,1300.10888671875
EfficientNetB0,7,DeepFool,0,1,6.734082221984863
EfficientNetB0,7,C&W,1,0,23209.525390625
EfficientNetB0,7,T-IFGSM,0,1,1139.167236328125
EfficientNetB0,8,Baseline,1,0,0.0
EfficientNetB0,8,FGSM,1,0,2449.531005859375
EfficientNetB0,8,PGD,0,1,1379.102294921875
EfficientNetB0,8,DeepFool,0,1,235.3676300048828
EfficientNetB0,8,C&W,1,0,9566.5634765625
EfficientNetB0,8,T-IFGSM,0,1,1100.009521484375
EfficientNetB0,9,Baseline,1,0,0.0
EfficientNetB0,9,FGSM,0,1,2472.39599609375
EfficientNetB0,9,PGD,0,1,1409.912841796875
EfficientNetB0,9,DeepFool,0,1,62.80612564086914
EfficientNetB0,9,C&W,1,0,33750.05859375
EfficientNetB0,9,T-IFGSM,0,1,1285.903076171875
EfficientNetB0,10,Baseline,1,0,0.0
EfficientNetB0,10,FGSM,0,1,2470.7138671875
EfficientNetB0,10,PGD,0,1,1390.7547607421875
EfficientNetB0,10,DeepFool,0,1,639.4137573242188
EfficientNetB0,10,C&W,1,0,29883.40625
EfficientNetB0,10,T-IFGSM,0,1,1143.1888427734375
EfficientNetB0,11,Baseline,1,0,0.0
EfficientNetB0,11,FGSM,0,1,2452.944091796875
EfficientNetB0,11,PGD,0,1,1364.083740234375
EfficientNetB0,11,DeepFool,0,1,10.285709381103516
EfficientNetB0,11,C&W,0,1,26081.51953125
EfficientNetB0,11,T-IFGSM,0,1,1135.611328125
EfficientNetB0,12,Baseline,1,0,0.0
EfficientNetB0,12,FGSM,0,1,2473.18994140625
EfficientNetB0,12,PGD,0,1,1392.0391845703125
EfficientNetB0,12,DeepFool,0,1,0.49133792519569397
EfficientNetB0,12,C&W,1,0,41781.72265625
EfficientNetB0,12,T-IFGSM,0,1,1234.8128662109375
EfficientNetB0,13,Baseline,1,0,0.0
EfficientNetB0,13,FGSM,0,1,2473.321533203125
EfficientNetB0,13,PGD,0,1,1363.0107421875
EfficientNetB0,13,DeepFool,0,1,11.443840980529785
EfficientNetB0,13,C&W,0,1,43796.46875
EfficientNetB0,13,T-IFGSM,0,1,1134.1849365234375
EfficientNetB0,14,Baseline,1,0,0.0
EfficientNetB0,14,FGSM,0,1,2472.656982421875
EfficientNetB0,14,PGD,0,1,1391.0634765625
EfficientNetB0,14,DeepFool,0,1,85.97464752197266
EfficientNetB0,14,C&W,0,1,32578.330078125
EfficientNetB0,14,T-IFGSM,0,1,1253.24658203125
EfficientNetB0,15,Baseline,1,0,0.0
EfficientNetB0,15,FGSM,0,1,2457.937744140625
EfficientNetB0,15,PGD,0,1,1391.4534912109375
EfficientNetB0,15,DeepFool,0,1,19.721593856811523
EfficientNetB0,15,C&W,1,0,20203.66796875
EfficientNetB0,15,T-IFGSM,0,1,1224.371337890625
EfficientNetB0,16,Baseline,1,0,0.0
EfficientNetB0,16,FGSM,0,1,2473.298583984375
EfficientNetB0,16,PGD,0,1,1368.56494140625
EfficientNetB0,16,DeepFool,0,1,6.539296627044678
EfficientNetB0,16,C&W,0,1,35031.6484375
EfficientNetB0,16,T-IFGSM,0,1,1120.78515625
EfficientNetB0,17,Baseline,1,0,0.0
EfficientNetB0,17,FGSM,0,1,2463.940673828125
EfficientNetB0,17,PGD,0,1,1372.186767578125
EfficientNetB0,17,DeepFool,0,1,236.79513549804688
EfficientNetB0,17,C&W,1,0,29725.564453125
EfficientNetB0,17,T-IFGSM,0,1,1204.832763671875
EfficientNetB0,18,Baseline,1,0,0.0
EfficientNetB0,18,FGSM,0,1,2455.896240234375
EfficientNetB0,18,PGD,0,1,1415.3951416015625
EfficientNetB0,18,DeepFool,0,1,54.65834426879883
EfficientNetB0,18,C&W,1,0,25464.994140625
EfficientNetB0,18,T-IFGSM,0,1,1227.727783203125
EfficientNetB0,19,Baseline,1,0,0.0
EfficientNetB0,19,FGSM,0,1,2469.984375
EfficientNetB0,19,PGD,0,1,1385.9342041015625
EfficientNetB0,19,DeepFool,0,1,8.353340148925781
EfficientNetB0,19,C&W,0,1,32324.341796875
EfficientNetB0,19,T-IFGSM,0,1,1170.55078125
EfficientNetB0,20,Baseline,1,0,0.0
EfficientNetB0,20,FGSM,0,1,2472.192138671875
EfficientNetB0,20,PGD,0,1,1403.0572509765625
EfficientNetB0,20,DeepFool,0,1,20.18422508239746
EfficientNetB0,20,C&W,0,1,31123.537109375
EfficientNetB0,20,T-IFGSM,0,1,1202.571533203125
EfficientNetB0,21,Baseline,1,0,0.0
EfficientNetB0,21,FGSM,0,1,2471.41259765625
EfficientNetB0,21,PGD,0,1,1381.3560791015625
EfficientNetB0,21,DeepFool,0,1,4.2820940017700195
EfficientNetB0,21,C&W,0,1,34347.82421875
EfficientNetB0,21,T-IFGSM,0,1,1156.335205078125
EfficientNetB0,22,Baseline,1,0,0.0
EfficientNetB0,22,FGSM,0,1,2457.2958984375
EfficientNetB0,22,PGD,0,1,1400.6591796875
EfficientNetB0,22,DeepFool,0,1,3.036888360977173
EfficientNetB0,22,C&W,0,1,33071.41015625
EfficientNetB0,22,T-IFGSM,0,1,1359.0723876953125
EfficientNetB0,23,Baseline,1,0,0.0
EfficientNetB0,23,FGSM,0,1,2463.00439453125
EfficientNetB0,23,PGD,0,1,1363.1173095703125
EfficientNetB0,23,DeepFool,0,1,13.31240177154541
EfficientNetB0,23,C&W,0,1,30359.28515625
EfficientNetB0,23,T-IFGSM,0,1,1120.5704345703125
EfficientNetB0,24,Baseline,1,0,0.0
EfficientNetB0,24,FGSM,0,1,2461.843505859375
EfficientNetB0,24,PGD,0,1,1371.0040283203125
EfficientNetB0,24,DeepFool,0,1,30.142818450927734
EfficientNetB0,24,C&W,0,1,17421.939453125
EfficientNetB0,24,T-IFGSM,0,1,1184.432861328125
EfficientNetB0,25,Baseline,1,0,0.0
EfficientNetB0,25,FGSM,0,1,2471.754150390625
EfficientNetB0,25,PGD,0,1,1442.5030517578125
EfficientNetB0,25,DeepFool,0,1,492.3554382324219
EfficientNetB0,25,C&W,1,0,26476.955078125
EfficientNetB0,25,T-IFGSM,0,1,1256.5389404296875
EfficientNetB0,26,Baseline,1,0,0.0
EfficientNetB0,26,FGSM,0,1,2455.919677734375
EfficientNetB0,26,PGD,0,1,1429.194580078125
EfficientNetB0,26,DeepFool,0,1,212.6279754638672
EfficientNetB0,26,C&W,1,0,28247.345703125
EfficientNetB0,26,T-IFGSM,0,1,1199.3079833984375
EfficientNetB0,27,Baseline,1,0,0.0
EfficientNetB0,27,FGSM,0,1,2469.656005859375
EfficientNetB0,27,PGD,0,1,1465.503173828125
EfficientNetB0,27,DeepFool,0,1,89.81502532958984
EfficientNetB0,27,C&W,0,1,35444.671875
EfficientNetB0,27,T-IFGSM,0,1,1340.6519775390625
EfficientNetB0,28,Baseline,1,0,0.0
EfficientNetB0,28,FGSM,0,1,2446.4189453125
EfficientNetB0,28,PGD,0,1,1392.192626953125
EfficientNetB0,28,DeepFool,0,1,0.3457948565483093
EfficientNetB0,28,C&W,0,1,35777.05078125
EfficientNetB0,28,T-IFGSM,0,1,1177.5467529296875
EfficientNetB0,29,Baseline,1,0,0.0
EfficientNetB0,29,FGSM,0,1,2450.445556640625
EfficientNetB0,29,PGD,0,1,1432.268310546875
EfficientNetB0,29,DeepFool,0,1,50.93387222290039
EfficientNetB0,29,C&W,1,0,29658.84375
EfficientNetB0,29,T-IFGSM,1,1,1155.7060546875
EfficientNetB0,30,Baseline,1,0,0.0
EfficientNetB0,30,FGSM,0,1,2467.12353515625
EfficientNetB0,30,PGD,0,1,1402.58251953125
EfficientNetB0,30,DeepFool,0,1,95.95494842529297
EfficientNetB0,30,C&W,1,0,31846.576171875
EfficientNetB0,30,T-IFGSM,0,1,1188.0650634765625
EfficientNetB0,31,Baseline,1,0,0.0
EfficientNetB0,31,FGSM,0,1,2433.33740234375
EfficientNetB0,31,PGD,0,1,1381.749755859375
EfficientNetB0,31,DeepFool,0,1,6.76661491394043
EfficientNetB0,31,C&W,0,1,31118.646484375
EfficientNetB0,31,T-IFGSM,0,1,1084.295166015625
EfficientNetB0,32,Baseline,1,0,0.0
EfficientNetB0,32,FGSM,0,1,2472.148681640625
EfficientNetB0,32,PGD,0,1,1381.750732421875
EfficientNetB0,32,DeepFool,0,1,2.904252767562866
EfficientNetB0,32,C&W,0,1,32590.14453125
EfficientNetB0,32,T-IFGSM,0,1,1249.892578125
EfficientNetB0,33,Baseline,1,0,0.0
EfficientNetB0,33,FGSM,0,1,2431.727294921875
EfficientNetB0,33,PGD,0,1,1432.109619140625
EfficientNetB0,33,DeepFool,0,1,2.742288112640381
EfficientNetB0,33,C&W,0,1,18404.052734375
EfficientNetB0,33,T-IFGSM,0,1,1174.1619873046875
EfficientNetB0,34,Baseline,1,0,0.0
EfficientNetB0,34,FGSM,0,1,2472.61474609375
EfficientNetB0,34,PGD,0,1,1422.41455078125
EfficientNetB0,34,DeepFool,0,1,317.6114807128906
EfficientNetB0,34,C&W,0,1,27797.7109375
EfficientNetB0,34,T-IFGSM,0,1,1160.4478759765625
EfficientNetB0,35,Baseline,1,0,0.0
EfficientNetB0,35,FGSM,0,1,2426.44775390625
EfficientNetB0,35,PGD,0,1,1349.799560546875
EfficientNetB0,35,DeepFool,0,1,0.5846013426780701
EfficientNetB0,35,C&W,0,1,24646.205078125
EfficientNetB0,35,T-IFGSM,0,1,1201.2147216796875
EfficientNetB0,36,Baseline,1,0,0.0
EfficientNetB0,36,FGSM,0,1,2470.780029296875
EfficientNetB0,36,PGD,0,1,1450.970703125
EfficientNetB0,36,DeepFool,0,1,67.48735809326172
EfficientNetB0,36,C&W,1,0,34286.7421875
EfficientNetB0,36,T-IFGSM,0,1,1346.113525390625
EfficientNetB0,37,Baseline,1,0,0.0
EfficientNetB0,37,FGSM,0,1,2471.357666015625
EfficientNetB0,37,PGD,0,1,1342.22900390625
EfficientNetB0,37,DeepFool,0,1,2.6841769218444824
EfficientNetB0,37,C&W,0,1,29709.169921875
EfficientNetB0,37,T-IFGSM,0,1,1191.205078125
EfficientNetB0,38,Baseline,1,0,0.0
EfficientNetB0,38,FGSM,0,1,2469.725830078125
EfficientNetB0,38,PGD,0,1,1365.2083740234375
EfficientNetB0,38,DeepFool,0,1,37.931060791015625
EfficientNetB0,38,C&W,0,1,36905.15625
EfficientNetB0,38,T-IFGSM,0,1,1117.081298828125
EfficientNetB0,39,Baseline,1,0,0.0
EfficientNetB0,39,FGSM,0,1,2465.440185546875
EfficientNetB0,39,PGD,0,1,1505.822021484375
EfficientNetB0,39,DeepFool,0,1,17.06894302368164
EfficientNetB0,39,C&W,0,1,30224.10546875
EfficientNetB0,39,T-IFGSM,0,1,1374.74609375
EfficientNetB0,40,Baseline,1,0,0.0
EfficientNetB0,40,FGSM,0,1,2468.83837890625
EfficientNetB0,40,PGD,0,1,1362.1312255859375
EfficientNetB0,40,DeepFool,0,1,59.44035720825195
EfficientNetB0,40,C&W,0,1,29410.28125
EfficientNetB0,40,T-IFGSM,0,1,1240.00146484375
EfficientNetB0,41,Baseline,1,0,0.0
EfficientNetB0,41,FGSM,0,1,2463.378173828125
EfficientNetB0,41,PGD,0,1,1435.3509521484375
EfficientNetB0,41,DeepFool,0,1,47.34902572631836
EfficientNetB0,41,C&W,1,0,31292.662109375
EfficientNetB0,41,T-IFGSM,0,1,1429.880615234375
EfficientNetB0,42,Baseline,1,0,0.0
EfficientNetB0,42,FGSM,0,1,2473.36572265625
EfficientNetB0,42,PGD,0,1,1347.8961181640625
EfficientNetB0,42,DeepFool,0,1,7.590959072113037
EfficientNetB0,42,C&W,0,1,33460.5234375
EfficientNetB0,42,T-IFGSM,0,1,1089.429931640625
EfficientNetB0,43,Baseline,1,0,0.0
EfficientNetB0,43,FGSM,0,1,2473.154541015625
EfficientNetB0,43,PGD,0,1,1415.1876220703125
EfficientNetB0,43,DeepFool,0,1,19.10102653503418
EfficientNetB0,43,C&W,0,1,36059.4296875
EfficientNetB0,43,T-IFGSM,0,1,1209.164794921875
EfficientNetB0,44,Baseline,1,0,0.0
EfficientNetB0,44,FGSM,0,1,2272.37451171875
EfficientNetB0,44,PGD,0,1,1304.45361328125
EfficientNetB0,44,DeepFool,0,1,1.6337335109710693
EfficientNetB0,44,C&W,0,1,20152.00390625
EfficientNetB0,44,T-IFGSM,0,1,1190.0169677734375
EfficientNetB0,45,Baseline,1,0,0.0
EfficientNetB0,45,FGSM,0,1,2416.933837890625
EfficientNetB0,45,PGD,0,1,1350.658447265625
EfficientNetB0,45,DeepFool,0,1,9.509998321533203
EfficientNetB0,45,C&W,0,1,20409.9609375
EfficientNetB0,45,T-IFGSM,0,1,1126.7728271484375
EfficientNetB0,46,Baseline,1,0,0.0
EfficientNetB0,46,FGSM,0,1,2369.161865234375
EfficientNetB0,46,PGD,0,1,1346.658935546875
EfficientNetB0,46,DeepFool,0,1,222.620361328125
EfficientNetB0,46,C&W,1,0,17284.173828125
EfficientNetB0,46,T-IFGSM,0,1,1183.7869873046875
EfficientNetB0,47,Baseline,1,0,0.0
EfficientNetB0,47,FGSM,0,1,1917.4814453125
EfficientNetB0,47,PGD,0,1,1292.544189453125
EfficientNetB0,47,DeepFool,1,0,24.091991424560547
EfficientNetB0,47,C&W,0,1,11323.4560546875
EfficientNetB0,47,T-IFGSM,0,1,1092.2783203125
EfficientNetB0,48,Baseline,1,0,0.0
EfficientNetB0,48,FGSM,0,1,2473.329345703125
EfficientNetB0,48,PGD,0,1,1406.840087890625
EfficientNetB0,48,DeepFool,0,1,52.21974182128906
EfficientNetB0,48,C&W,0,1,37465.81640625
EfficientNetB0,48,T-IFGSM,0,1,1217.3472900390625
EfficientNetB0,49,Baseline,1,0,0.0
EfficientNetB0,49,FGSM,0,1,2286.709716796875
EfficientNetB0,49,PGD,0,1,1366.5279541015625
EfficientNetB0,49,DeepFool,0,1,12.228599548339844
EfficientNetB0,49,C&W,1,0,23186.26953125
EfficientNetB0,49,T-IFGSM,0,1,1219.783935546875
EfficientNetB0,50,Baseline,1,0,0.0
EfficientNetB0,50,FGSM,0,1,2473.03759765625
EfficientNetB0,50,PGD,0,1,1475.8878173828125
EfficientNetB0,50,DeepFool,0,1,8.780672073364258
EfficientNetB0,50,C&W,0,1,25651.05859375
EfficientNetB0,50,T-IFGSM,0,1,1365.2244873046875
EfficientNetB0,51,Baseline,1,0,0.0
EfficientNetB0,51,FGSM,0,1,2472.19189453125
EfficientNetB0,51,PGD,0,1,1404.8782958984375
EfficientNetB0,51,DeepFool,0,1,22.28424835205078
EfficientNetB0,51,C&W,0,1,28979.556640625
EfficientNetB0,51,T-IFGSM,0,1,1185.3773193359375
EfficientNetB0,52,Baseline,1,0,0.0
EfficientNetB0,52,FGSM,0,1,2346.354736328125
EfficientNetB0,52,PGD,0,1,1327.24609375
EfficientNetB0,52,DeepFool,0,1,11.202518463134766
EfficientNetB0,52,C&W,0,1,20487.80859375
EfficientNetB0,52,T-IFGSM,0,1,1071.6826171875
EfficientNetB0,53,Baseline,1,0,0.0
EfficientNetB0,53,FGSM,0,1,2458.9111328125
EfficientNetB0,53,PGD,0,1,1381.4703369140625
EfficientNetB0,53,DeepFool,0,1,49.63546371459961
EfficientNetB0,53,C&W,0,1,28637.095703125
EfficientNetB0,53,T-IFGSM,0,1,1192.6397705078125
EfficientNetB0,54,Baseline,1,0,0.0
EfficientNetB0,54,FGSM,1,0,2457.376220703125
EfficientNetB0,54,PGD,0,1,1421.26806640625
EfficientNetB0,54,DeepFool,0,1,980.4232788085938
EfficientNetB0,54,C&W,1,0,28636.724609375
EfficientNetB0,54,T-IFGSM,0,1,1277.9075927734375
EfficientNetB0,55,Baseline,1,0,0.0
EfficientNetB0,55,FGSM,0,1,2468.75830078125
EfficientNetB0,55,PGD,0,1,1450.00732421875
EfficientNetB0,55,DeepFool,0,1,4.142832279205322
EfficientNetB0,55,C&W,0,1,31285.408203125
EfficientNetB0,55,T-IFGSM,0,1,1367.611572265625
EfficientNetB0,56,Baseline,1,0,0.0
EfficientNetB0,56,FGSM,0,1,2472.06591796875
EfficientNetB0,56,PGD,0,1,1419.3382568359375
EfficientNetB0,56,DeepFool,0,1,6.9732818603515625
EfficientNetB0,56,C&W,0,1,23690.8125
EfficientNetB0,56,T-IFGSM,0,1,1232.408935546875
EfficientNetB0,57,Baseline,1,0,0.0
EfficientNetB0,57,FGSM,0,1,2461.381103515625
EfficientNetB0,57,PGD,0,1,1389.3302001953125
EfficientNetB0,57,DeepFool,0,1,0.7647254467010498
EfficientNetB0,57,C&W,0,1,27126.669921875
EfficientNetB0,57,T-IFGSM,0,1,1194.124755859375
EfficientNetB0,58,Baseline,1,0,0.0
EfficientNetB0,58,FGSM,0,1,2459.834228515625
EfficientNetB0,58,PGD,0,1,1451.58203125
EfficientNetB0,58,DeepFool,0,1,25.597076416015625
EfficientNetB0,58,C&W,0,1,31583.40234375
EfficientNetB0,58,T-IFGSM,0,1,1323.8985595703125
EfficientNetB0,59,Baseline,1,0,0.0
EfficientNetB0,59,FGSM,0,1,2354.09521484375
EfficientNetB0,59,PGD,0,1,1410.2237548828125
EfficientNetB0,59,DeepFool,0,1,35.47743225097656
EfficientNetB0,59,C&W,0,1,29728.849609375
EfficientNetB0,59,T-IFGSM,0,1,1247.4342041015625
EfficientNetB0,60,Baseline,1,0,0.0
EfficientNetB0,60,FGSM,0,1,2425.98291015625
EfficientNetB0,60,PGD,0,1,1392.66259765625
EfficientNetB0,60,DeepFool,0,1,9.393525123596191
EfficientNetB0,60,C&W,0,1,23277.537109375
EfficientNetB0,60,T-IFGSM,0,1,1141.6529541015625
EfficientNetB0,61,Baseline,1,0,0.0
EfficientNetB0,61,FGSM,0,1,2451.88427734375
EfficientNetB0,61,PGD,0,1,1390.076904296875
EfficientNetB0,61,DeepFool,0,1,4.7729291915893555
EfficientNetB0,61,C&W,0,1,29542.357421875
EfficientNetB0,61,T-IFGSM,0,1,1230.7066650390625
EfficientNetB0,62,Baseline,1,0,0.0
EfficientNetB0,62,FGSM,0,1,2473.27294921875
EfficientNetB0,62,PGD,0,1,1382.46044921875
EfficientNetB0,62,DeepFool,0,1,6.100730895996094
EfficientNetB0,62,C&W,0,1,34002.484375
EfficientNetB0,62,T-IFGSM,0,1,1241.8756103515625
EfficientNetB0,63,Baseline,1,0,0.0
EfficientNetB0,63,FGSM,0,1,2462.695068359375
EfficientNetB0,63,PGD,0,1,1372.89453125
EfficientNetB0,63,DeepFool,0,1,8.475116729736328
EfficientNetB0,63,C&W,0,1,30858.861328125
EfficientNetB0,63,T-IFGSM,0,1,1157.5404052734375
EfficientNetB0,64,Baseline,1,0,0.0
EfficientNetB0,64,FGSM,0,1,2471.57421875
EfficientNetB0,64,PGD,0,1,1381.7215576171875
EfficientNetB0,64,DeepFool,0,1,56.50532913208008
EfficientNetB0,64,C&W,0,1,32880.078125
EfficientNetB0,64,T-IFGSM,0,1,1135.44677734375
EfficientNetB0,65,Baseline,1,0,0.0
EfficientNetB0,65,FGSM,0,1,2469.13134765625
EfficientNetB0,65,PGD,0,1,1368.7735595703125
EfficientNetB0,65,DeepFool,0,1,8.245769500732422
EfficientNetB0,65,C&W,0,1,36063.3046875
EfficientNetB0,65,T-IFGSM,0,1,1170.575439453125
EfficientNetB0,66,Baseline,1,0,0.0
EfficientNetB0,66,FGSM,0,1,2465.57373046875
EfficientNetB0,66,PGD,0,1,1408.637939453125
EfficientNetB0,66,DeepFool,0,1,106.17303466796875
EfficientNetB0,66,C&W,0,1,23054.654296875
EfficientNetB0,66,T-IFGSM,0,1,1255.5955810546875
EfficientNetB0,67,Baseline,1,0,0.0
EfficientNetB0,67,FGSM,0,1,2470.418212890625
EfficientNetB0,67,PGD,0,1,1398.955322265625
EfficientNetB0,67,DeepFool,0,1,232.4501953125
EfficientNetB0,67,C&W,0,1,33182.703125
EfficientNetB0,67,T-IFGSM,0,1,1310.446044921875
EfficientNetB0,68,Baseline,1,0,0.0
