Model,Corruption,Severity,Flipped
InceptionV3,gaussian_noise,3,False
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,False
InceptionV3,shot_noise,3,False
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,False
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,False
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,False
InceptionV3,fog,3,False
InceptionV3,fog,5,True
InceptionV3,brightness,1,False
InceptionV3,brightness,3,False
InceptionV3,brightness,5,True
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,False
InceptionV3,gaussian_noise,1,True
InceptionV3,gaussian_noise,3,True
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,True
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,True
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,False
InceptionV3,motion_blur,5,False
InceptionV3,fog,1,True
InceptionV3,fog,3,True
InceptionV3,fog,5,True
InceptionV3,brightness,1,True
InceptionV3,brightness,3,True
InceptionV3,brightness,5,True
InceptionV3,contrast,1,True
InceptionV3,contrast,3,True
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,True
InceptionV3,jpeg_compression,3,True
InceptionV3,jpeg_compression,5,True
InceptionV3,gaussian_noise,1,False
InceptionV3,gaussian_noise,3,False
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,False
InceptionV3,shot_noise,3,False
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,True
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,True
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,False
InceptionV3,fog,3,False
InceptionV3,fog,5,False
InceptionV3,brightness,1,True
InceptionV3,brightness,3,False
InceptionV3,brightness,5,False
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,False
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,False
InceptionV3,gaussian_noise,1,False
InceptionV3,gaussian_noise,3,True
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,False
InceptionV3,shot_noise,3,False
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,False
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,False
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,False
InceptionV3,fog,3,True
InceptionV3,fog,5,True
InceptionV3,brightness,1,False
InceptionV3,brightness,3,False
InceptionV3,brightness,5,False
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,False
InceptionV3,gaussian_noise,1,True
InceptionV3,gaussian_noise,3,True
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,True
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,True
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,True
InceptionV3,fog,3,True
InceptionV3,fog,5,True
InceptionV3,brightness,1,True
InceptionV3,brightness,3,True
InceptionV3,brightness,5,True
InceptionV3,contrast,1,False
InceptionV3,contrast,3,True
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,True
InceptionV3,jpeg_compression,3,True
InceptionV3,jpeg_compression,5,True
InceptionV3,gaussian_noise,1,True
InceptionV3,gaussian_noise,3,True
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,True
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,True
InceptionV3,motion_blur,3,True
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,False
InceptionV3,fog,3,False
InceptionV3,fog,5,False
InceptionV3,brightness,1,False
InceptionV3,brightness,3,True
InceptionV3,brightness,5,True
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,True
InceptionV3,jpeg_compression,5,True
InceptionV3,gaussian_noise,1,False
InceptionV3,gaussian_noise,3,False
InceptionV3,gaussian_noise,5,False
InceptionV3,shot_noise,1,False
InceptionV3,shot_noise,3,False
InceptionV3,shot_noise,5,False
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,False
InceptionV3,defocus_blur,5,False
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,False
InceptionV3,motion_blur,5,False
InceptionV3,fog,1,False
InceptionV3,fog,3,False
InceptionV3,fog,5,False
InceptionV3,brightness,1,False
InceptionV3,brightness,3,False
InceptionV3,brightness,5,False
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,False
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,False
InceptionV3,gaussian_noise,1,False
InceptionV3,gaussian_noise,3,True
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,True
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,True
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,False
InceptionV3,fog,3,False
InceptionV3,fog,5,True
InceptionV3,brightness,1,False
InceptionV3,brightness,3,False
InceptionV3,brightness,5,False
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,False
InceptionV3,gaussian_noise,1,False
InceptionV3,gaussian_noise,3,False
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,False
InceptionV3,shot_noise,3,False
InceptionV3,shot_noise,5,False
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,False
InceptionV3,defocus_blur,5,False
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,False
InceptionV3,motion_blur,5,False
InceptionV3,fog,1,False
InceptionV3,fog,3,False
InceptionV3,fog,5,False
InceptionV3,brightness,1,False
InceptionV3,brightness,3,False
InceptionV3,brightness,5,False
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,False
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,False
InceptionV3,gaussian_noise,1,True
InceptionV3,gaussian_noise,3,True
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,True
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,False
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,False
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,True
InceptionV3,fog,3,True
InceptionV3,fog,5,True
InceptionV3,brightness,1,False
InceptionV3,brightness,3,True
InceptionV3,brightness,5,True
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,True
InceptionV3,gaussian_noise,1,False
InceptionV3,gaussian_noise,3,False
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,False
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,True
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,False
InceptionV3,motion_blur,3,True
InceptionV3,motion_blur,5,False
InceptionV3,fog,1,False
InceptionV3,fog,3,True
InceptionV3,fog,5,True
InceptionV3,brightness,1,False
InceptionV3,brightness,3,True
InceptionV3,brightness,5,True
InceptionV3,contrast,1,False
InceptionV3,contrast,3,True
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,True
InceptionV3,jpeg_compression,5,False
InceptionV3,gaussian_noise,1,True
InceptionV3,gaussian_noise,3,True
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,True
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,True
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,True
InceptionV3,motion_blur,3,True
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,True
InceptionV3,fog,3,True
InceptionV3,fog,5,True
InceptionV3,brightness,1,True
InceptionV3,brightness,3,True
InceptionV3,brightness,5,True
InceptionV3,contrast,1,False
InceptionV3,contrast,3,True
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,True
InceptionV3,jpeg_compression,3,True
InceptionV3,jpeg_compression,5,True
InceptionV3,gaussian_noise,1,False
InceptionV3,gaussian_noise,3,False
InceptionV3,gaussian_noise,5,True
InceptionV3,shot_noise,1,False
InceptionV3,shot_noise,3,True
InceptionV3,shot_noise,5,True
InceptionV3,defocus_blur,1,False
InceptionV3,defocus_blur,3,True
InceptionV3,defocus_blur,5,True
InceptionV3,motion_blur,1,True
InceptionV3,motion_blur,3,True
InceptionV3,motion_blur,5,True
InceptionV3,fog,1,False
InceptionV3,fog,3,False
InceptionV3,fog,5,True
InceptionV3,brightness,1,False
InceptionV3,brightness,3,False
InceptionV3,brightness,5,False
InceptionV3,contrast,1,False
InceptionV3,contrast,3,False
InceptionV3,contrast,5,True
InceptionV3,jpeg_compression,1,False
InceptionV3,jpeg_compression,3,False
InceptionV3,jpeg_compression,5,False
